Id,rating,movieId,userId
204,5,3147,1
205,4,3168,1
206,1,3176,1
207,3,3243,1
208,3,3247,1
209,5,3253,1
210,5,3273,1
211,5,3386,1
212,4,3439,1
213,4,3440,1
214,5,3441,1
215,5,3448,1
216,5,3450,1
217,4,3479,1
218,4,3489,1
219,4,3527,1
220,5,3578,1
221,4,3617,1
222,4,3639,1
223,5,3671,1
224,5,3702,1
225,5,3703,1
226,5,3729,1
227,4,3740,1
228,4,3744,1
229,5,3793,1
230,4,3809,1
231,4,4006,1
232,5,5060,1
233,3,318,2
234,4,333,2
235,4.5,1704,2
236,4,3578,2
237,4,6874,2
238,3.5,8798,2
239,4,46970,2
240,4,48516,2
241,4.5,58559,2
242,5,60756,2
243,4.5,68157,2
244,3,71535,2
245,4,74458,2
246,3,77455,2
247,4,79132,2
248,4.5,80489,2
249,5,80906,2
250,4,86345,2
251,5,89774,2
252,3.5,91529,2
253,2.5,91658,2
254,3.5,99114,2
255,5,106782,2
256,3,109487,2
257,4,112552,2
258,2,114060,2
259,3.5,115713,2
260,5,122882,2
261,5,131724,2
262,0.5,31,3
263,0.5,527,3
264,0.5,647,3
265,0.5,688,3
266,0.5,720,3
267,5,849,3
268,0.5,914,3
269,0.5,1093,3
270,0.5,1124,3
271,0.5,1263,3
272,0.5,1272,3
273,3.5,1275,3
274,0.5,1302,3
275,3,1371,3
276,4.5,1587,3
277,0.5,2018,3
278,0.5,2080,3
279,0.5,2090,3
280,2,2105,3
281,4,2288,3
282,0.5,2424,3
283,5,2851,3
284,4.5,3024,3
285,0.5,3210,3
286,5,3703,3
287,0.5,3949,3
288,5,4518,3
289,0.5,5048,3
290,5,5181,3
291,5,5746,3
292,4.5,5764,3
293,5,5919,3
294,0.5,6238,3
295,5,6835,3
296,4.5,7899,3
297,5,7991,3
298,4.5,26409,3
299,5,70946,3
300,0.5,72378,3
301,3,21,4
302,2,32,4
303,3,45,4
304,2,47,4
305,3,52,4
306,3,58,4
307,4,106,4
308,5,125,4
309,1,126,4
310,5,162,4
311,3,171,4
312,5,176,4
313,2,190,4
314,5,215,4
315,1,222,4
316,5,232,4
317,2,235,4
318,3,247,4
319,5,260,4
320,5,265,4
321,1,296,4
322,5,319,4
323,5,342,4
324,4,345,4
325,4,348,4
326,3,351,4
327,3,357,4
328,4,368,4
329,2,417,4
330,1,441,4
331,2,450,4
332,5,457,4
333,5,475,4
334,5,492,4
335,1,509,4
336,5,538,4
337,1,539,4
338,2,553,4
339,4,588,4
340,5,593,4
341,3,595,4
342,2,599,4
343,5,608,4
344,3,648,4
345,4,708,4
346,3,759,4
347,4,800,4
348,4,892,4
349,5,898,4
350,4,899,4
351,4,902,4
352,4,904,4
353,5,908,4
354,5,910,4
355,5,912,4
356,5,914,4
357,5,919,4
358,5,920,4
359,5,930,4
360,3,937,4
361,4,1025,4
362,5,1046,4
363,3,1057,4
364,2,1060,4
365,4,1073,4
366,5,1077,4
367,2,1079,4
368,5,1080,4
369,5,1084,4
370,5,1086,4
371,3,1094,4
372,5,1103,4
373,5,1136,4
374,4,1179,4
375,1,1183,4
376,5,1188,4
377,5,1196,4
378,5,1197,4
379,3,1198,4
380,2,1199,4
381,5,1203,4
382,1,1211,4
383,4,1213,4
384,4,1219,4
385,4,1225,4
386,5,1250,4
387,4,1259,4
388,4,1265,4
389,4,1266,4
390,2,1279,4
391,5,1282,4
392,5,1283,4
393,4,1288,4
394,4,1291,4
395,3,1304,4
396,1,1391,4
397,5,1449,4
398,4,1466,4
399,4,1500,4
400,4,1517,4
401,3,1580,4
402,1,1597,4
403,2,1617,4
404,4,1641,4
405,1,1704,4
406,4,1719,4
407,4,1732,4
408,5,1733,4
409,3,1734,4
410,5,1834,4
411,2,1860,4
412,4,1883,4
413,3,1885,4
414,2,1892,4
415,4,1895,4
416,3,1907,4
417,4,1914,4
418,1,1916,4
419,3,1923,4
420,5,1947,4
421,2,1966,4
422,5,1967,4
423,4,1968,4
424,2,2019,4
425,4,2076,4
426,5,2078,4
427,4,2109,4
428,3,2145,4
429,5,2150,4
430,5,2174,4
431,5,2186,4
432,4,2203,4
433,5,2204,4
434,1,2282,4
435,1,2324,4
436,2,2336,4
437,4,2351,4
438,4,2359,4
439,5,2390,4
440,3,2395,4
441,4,2406,4
442,4,2467,4
443,1,2571,4
444,5,2583,4
445,5,2599,4
446,1,2628,4
447,4,2683,4
448,5,2692,4
449,2,2712,4
450,4,2762,4
451,1,2763,4
452,2,2770,4
453,5,2791,4
454,5,2843,4
455,5,2858,4
456,4,2874,4
457,4,2921,4
458,5,2926,4
459,2,2959,4
460,2,2973,4
461,4,2997,4
462,4,3033,4
463,5,3044,4
464,4,3060,4
465,3,3079,4
466,5,3083,4
467,4,3160,4
468,1,3175,4
469,4,3176,4
470,4,3204,4
471,4,3255,4
472,4,3317,4
473,3,3358,4
474,5,3365,4
475,4,3386,4
476,4,3408,4
477,2,3481,4
478,1,3489,4
479,5,3508,4
480,2,3538,4
481,1,3591,4
482,3,3788,4
483,3,3809,4
484,5,3851,4
485,4,3897,4
486,3,3911,4
487,4,3967,4
488,4,3996,4
489,3,4002,4
490,1,4014,4
491,3,4020,4
492,4,4021,4
493,3,4027,4
494,3,4029,4
495,4,4033,4
496,5,4034,4
497,3,4074,4
498,4,4121,4
499,3,4144,4
500,3,4166,4
501,2,4226,4
502,5,4239,4
503,4,4246,4
504,3,4252,4
505,2,4260,4
506,4,4273,4
507,1,4308,4
508,4,4347,4
509,3,4381,4
510,1,4641,4
511,3,4741,4
512,5,4765,4
513,3,4881,4
514,4,4896,4
515,4,4902,4
516,5,4967,4
517,4,1,5
518,4,21,5
519,4,34,5
520,4,36,5
521,3,39,5
522,4,50,5
523,5,58,5
524,4,110,5
525,3,150,5
526,3,153,5
527,4,232,5
528,5,247,5
529,3,253,5
530,4,261,5
531,3,265,5
532,1,266,5
533,5,290,5
534,5,296,5
535,3,300,5
536,2,316,5
537,3,318,5
538,3,344,5
539,3,349,5
540,2,357,5
541,3,364,5
542,4,367,5
543,2,380,5
544,3,410,5
545,4,457,5
546,4,474,5
547,5,475,5
548,3,515,5
549,5,527,5
550,4,531,5
551,3,534,5
552,4,588,5
553,3,589,5
554,5,590,5
555,3,592,5
556,5,594,5
557,5,595,5
558,5,596,5
559,3,597,5
560,3,608,5
561,4,2,6
562,5,3,6
563,3,4,6
564,5,5,6
565,4,6,6
566,4,7,6
567,3,8,6
568,3,10,6
569,4,11,6
570,3,13,6
571,4,15,6
572,4,16,6
573,4,17,6
574,2,19,6
575,2,21,6
576,5,22,6
577,4,24,6
578,3,25,6
579,4,26,6
580,3,27,6
581,3,31,6
582,4,32,6
583,4,34,6
584,5,36,6
585,4,41,6
586,4,43,6
587,3,45,6
588,4,46,6
589,4,47,6
590,1,50,6
591,4,54,6
592,4,60,6
593,4,61,6
594,4,62,6
595,3,65,6
596,3,66,6
597,4,76,6
598,3,79,6
599,5,86,6
600,3,87,6
601,2,88,6
602,4,89,6
603,4,92,6
604,4,93,6
605,4,95,6
606,3,100,6
607,1,102,6
608,4,104,6
609,3,105,6
610,5,110,6
611,4,112,6
612,3,113,6
613,3,126,6
614,3,135,6
615,3,140,6
616,4,141,6
617,4,145,6
618,4,146,6
619,4,150,6
620,4,151,6
621,3,153,6
622,4,158,6
623,3,159,6
624,5,160,6
625,3,161,6
626,3,163,6
627,3,165,6
628,5,168,6
629,3,170,6
630,3,171,6
631,3,174,6
632,3,177,6
633,1,179,6
634,2,180,6
635,3,181,6
636,3,185,6
637,3,186,6
638,3,189,6
639,2,191,6
640,4,195,6
641,3,196,6
642,3,201,6
643,3,204,6
644,3,205,6
645,4,207,6
646,3,208,6
647,3,209,6
648,4,210,6
649,4,212,6
650,4,216,6
651,3,217,6
652,2,218,6
653,3,219,6
654,4,222,6
655,3,224,6
656,4,225,6
657,5,230,6
658,3,231,6
659,2,234,6
660,4,236,6
661,4,237,6
662,3,239,6
663,3,240,6
664,3,243,6
665,5,248,6
666,4,250,6
667,3,251,6
668,4,252,6
669,3,253,6
670,3,254,6
671,3,256,6
672,5,257,6
673,3,258,6
674,4,261,6
675,5,262,6
676,3,265,6
677,3,266,6
678,3,267,6
679,3,270,6
680,4,271,6
681,3,273,6
682,4,274,6
683,4,276,6
684,5,277,6
685,3,279,6
686,4,281,6
687,3,282,6
688,2,288,6
689,3,289,6
690,3,291,6
691,4,292,6
692,3,293,6
693,2,296,6
694,3,302,6
695,3,303,6
696,4,304,6
697,3,310,6
698,1,312,6
699,3,313,6
700,5,314,6
701,4,315,6
702,5,316,6
703,4,317,6
704,5,318,6
705,1,327,6
706,4,329,6
707,3,330,6
708,3,332,6
709,5,333,6
710,3,336,6
711,5,337,6
712,4,339,6
713,4,340,6
714,3,342,6
715,3,343,6
716,3,344,6
717,3,347,6
718,3,348,6
719,5,349,6
720,5,350,6
721,4,351,6
722,3,352,6
723,4,353,6
724,4,354,6
725,4,355,6
726,5,356,6
727,3,357,6
728,3,358,6
729,3,359,6
730,3,360,6
731,4,361,6
732,3,362,6
733,5,364,6
734,3,366,6
735,4,367,6
736,5,368,6
737,4,370,6
738,3,371,6
739,3,374,6
740,5,377,6
741,3,378,6
742,4,380,6
743,3,381,6
744,3,382,6
745,3,383,6
746,3,405,6
747,3,410,6
748,3,412,6
749,4,415,6
750,3,416,6
751,3,419,6
752,3,426,6
753,5,432,6
754,4,434,6
755,3,435,6
756,3,437,6
757,4,440,6
758,3,445,6
759,4,450,6
760,4,454,6
761,3,455,6
762,5,457,6
763,3,458,6
764,3,460,6
765,2,466,6
766,4,468,6
767,4,469,6
768,3,472,6
769,4,474,6
770,4,475,6
771,4,477,6
772,5,480,6
773,3,485,6
774,3,489,6
775,3,490,6
776,4,491,6
777,3,493,6
778,3,494,6
779,3,497,6
780,5,500,6
781,3,502,6
782,3,505,6
783,4,508,6
784,3,509,6
785,3,510,6
786,4,515,6
787,4,516,6
788,3,520,6
789,3,524,6
790,3,527,6
791,3,531,6
792,3,532,6
793,3,536,6
794,3,537,6
795,3,539,6
796,3,540,6
797,4,542,6
798,3,543,6
799,2,546,6
800,3,548,6
801,3,552,6
802,5,553,6
803,4,569,6
804,3,575,6
805,5,587,6
806,5,588,6
807,3,589,6
808,5,590,6
809,3,592,6
810,4,593,6
811,4,594,6
812,5,595,6
813,3,596,6
814,4,597,6
815,3,606,6
816,3,608,6
817,4,609,6
818,5,616,6
819,3,628,6
820,4,631,6
821,4,637,6
822,1,640,6
823,4,647,6
824,3,662,6
825,3,667,6
826,3,694,6
827,3,697,6
828,4,700,6
829,3,704,6
830,4,708,6
831,5,709,6
832,3,710,6
833,4,711,6
834,2,719,6
835,5,736,6
836,3,747,6
837,1,762,6
838,3,765,6
839,3,775,6
840,5,780,6
841,5,783,6
842,3,795,6
843,3,799,6
844,3,801,6
845,4,802,6
846,3,818,6
847,5,830,6
848,4,835,6
849,3,837,6
850,4,838,6
851,3,839,6
852,3,842,6
853,4,848,6
854,4,852,6
855,3,867,6
856,3,880,6
857,3,881,6
858,3,888,6
859,3,891,6
860,3,979,6
861,3,981,6
862,4,986,6
863,4,991,6
864,4,996,6
865,2,999,6
866,4,1004,6
867,4,1006,6
868,3,1042,6
869,5,1049,6
870,4,1061,6
871,4,1064,6
872,3,1073,6
873,4,1082,6
874,3,1084,6
875,4.5,1,7
876,4.5,50,7
877,3,58,7
878,4.5,150,7
879,4,165,7
880,5,260,7
881,5,356,7
882,3,380,7
883,5,466,7
884,5,480,7
885,2,587,7
886,3,588,7
887,2.5,589,7
888,3,592,7
889,5,593,7
890,3.5,595,7
891,4,648,7
892,4,750,7
893,4.5,780,7
894,3,920,7
895,4,924,7
896,4,1101,7
897,1.5,1183,7
898,4,1196,7
899,4,1208,7
900,4,1210,7
901,5,1219,7
902,4.5,1220,7
903,5,1240,7
904,1.5,1246,7
905,5,1270,7
906,3.5,1517,7
907,5,1584,7
908,4,1610,7
909,3,1617,7
910,3,1682,7
911,0.5,1784,7
912,4,1917,7
913,1.5,1923,7
914,4.5,1954,7
915,5,2019,7
916,2,2324,7
917,3.5,2353,7
918,5,2529,7
919,1.5,2628,7
920,3,2640,7
921,4.5,2671,7
922,2,2683,7
923,2.5,2688,7
924,1.5,2701,7
925,3.5,2717,7
926,4.5,2762,7
927,4,2858,7
928,4.5,3114,7
929,1.5,3354,7
930,4.5,3408,7
931,1.5,3578,7
932,1,3623,7
933,3.5,3793,7
934,5,3869,7
935,4,3916,7
936,2.5,3977,7
937,3,3994,7
938,4,4018,7
939,2,4223,7
940,2,4246,7
941,4,4306,7
942,0.5,4310,7
943,4.5,4370,7
944,1,4643,7
945,1.5,4700,7
946,1.5,4844,7
947,3,4874,7
948,4,4886,7
949,4,4896,7
950,4,4963,7
951,4.5,4993,7
952,4.5,4995,7
953,3.5,5218,7
954,3.5,5349,7
955,0.5,5378,7
956,4,5445,7
957,3,5459,7
958,3,5464,7
959,1.5,5502,7
960,5,5618,7
961,4.5,5816,7
962,4.5,5952,7
963,4,5989,7
964,4.5,5991,7
965,4,6333,7
966,4,6365,7
967,0.5,6534,7
968,4.5,6539,7
969,4.5,6863,7
970,2,6934,7
971,4.5,7143,7
972,4,7153,7
973,3,7155,7
974,4,7445,7
975,4.5,8207,7
976,3.5,8360,7
977,2.5,8368,7
978,2,8373,7
979,4.5,8528,7
980,4.5,8636,7
981,3.5,8665,7
982,1,8666,7
983,1,8783,7
984,4.5,8798,7
985,1.5,8808,7
986,1,8865,7
987,3.5,8870,7
988,1,8907,7
989,4.5,8908,7
990,4,8949,7
991,4,8957,7
992,3.5,8958,7
993,4,8961,7
994,1,8965,7
995,2.5,8970,7
996,2.5,8972,7
997,4,8984,7
998,3,27741,7
999,3.5,30812,7
1000,2,30816,7
1001,3.5,31878,7
1002,2,32029,7
1003,1.5,32031,7
1004,2,32296,7
1005,3.5,32587,7
1006,3.5,33162,7
1007,1,33493,7
1008,2,33794,7
1009,1,33836,7
1010,3,34048,7
1011,4.5,34319,7
1012,3.5,37741,7
1013,3.5,38388,7
1014,4.5,42002,7
1015,4,45499,7
1016,4.5,45517,7
1017,1,45668,7
1018,0.5,45730,7
1019,1,46530,7
1020,1,48516,7
1021,4.5,48783,7
1022,2.5,48997,7
1023,4.5,49272,7
1024,3.5,49278,7
1025,0.5,49286,7
1026,3,49824,7
1027,4,2,8
1028,2,10,8
1029,4,11,8
1030,4,21,8
1031,3,32,8
1032,5,34,8
1033,3,39,8
1034,4,47,8
1035,5,50,8
1036,3,110,8
1037,3,141,8
1038,4,150,8
1039,2,153,8
1040,5,185,8
1041,4,186,8
1042,3,208,8
1043,4,231,8
1044,3,235,8
1045,3,236,8
1046,3,252,8
1047,5,253,8
1048,3,282,8
1049,3,292,8
1050,4,296,8
1051,3,317,8
1052,5,318,8
1053,3,339,8
1054,3,356,8
1055,5,357,8
1056,5,364,8
1057,3,367,8
1058,4,377,8
1059,5,380,8
1060,1,432,8
1061,3,440,8
1062,4,454,8
1063,3,457,8
1064,4,480,8
1065,2,500,8
1066,5,527,8
1067,3,539,8
1068,3,586,8
1069,3,587,8
1070,5,590,8
1071,3,592,8
1072,4,593,8
1073,3,597,8
1074,3,41,9
1075,3,187,9
1076,4,223,9
1077,3,371,9
1078,3,627,9
1079,4,922,9
1080,5,923,9
1081,2,1037,9
1082,4,1095,9
1083,5,1198,9
1084,5,1270,9
1085,4,1674,9
1086,2,1987,9
1087,3,2011,9
1088,4,2012,9
1089,3,2023,9
1090,5,2300,9
1091,3,2877,9
1092,2,2901,9
1093,2,3173,9
1094,3,3328,9
1095,3,3735,9
1096,1,4131,9
1097,1,4558,9
1098,5,4993,9
1099,4,5218,9
1100,3,5378,9
1101,4,5445,9
1102,4,5447,9
1103,4,5451,9
1104,5,5481,9
1105,1,5507,9
1106,1,5841,9
1107,3,5843,9
1108,3,5872,9
1109,4,5890,9
1110,1,5891,9
1111,4,5893,9
1112,5,5902,9
1113,5,5952,9
1114,4,5956,9
1115,1,5962,9
1116,4,5965,9
1117,2,5988,9
1118,4,6001,9
1119,2,6044,9
1120,1,296,10
1121,3.5,356,10
1122,4,588,10
1123,3.5,597,10
1124,4,912,10
1125,0.5,1028,10
1126,3,1088,10
1127,3,1247,10
1128,3,1307,10
1129,3.5,1784,10
1130,4,1907,10
1131,0.5,2571,10
1132,3.5,2671,10
1133,0.5,2762,10
1134,1,2858,10
1135,0.5,2959,10
1136,4,3578,10
1137,3,3882,10
1138,3.5,4246,10
1139,4.5,4306,10
1140,4.5,4447,10
1141,4,4993,10
1142,4,4995,10
1143,3,5066,10
1144,3.5,5377,10
1145,3,5620,10
1146,3,5943,10
1147,4,5952,10
1148,3,5957,10
1149,3,6155,10
1150,3,6266,10
1151,3.5,6377,10
1152,4,6535,10
1153,4,6942,10
1154,4,7149,10
1155,3,7151,10
1156,4,7153,10
1157,4,7154,10
1158,4.5,7169,10
1159,3.5,7293,10
1160,4,7375,10
1161,3.5,7451,10
1162,5,7458,10
1163,3.5,8529,10
1164,5,8533,10
1165,3.5,8636,10
1166,3.5,8665,10
1167,3,8808,10
1168,5,8869,10
1169,2.5,8961,10
1170,3.5,8969,10
1171,1,8970,10
1172,3.5,30749,10
1173,2.5,31433,10
1174,4.5,31685,10
1175,3,33145,10
1176,3,33679,10
1177,5,33794,10
1178,3,40629,10
1179,4,40819,10
1180,2.5,41285,10
1181,3,47099,10
1182,5,49272,10
1183,5,49286,10
1184,3,51662,10
1185,4.5,51705,10
1186,1.5,51834,10
1187,3.5,54286,10
1188,3.5,56367,10
1189,3,56949,10
1190,3.5,58047,10
1191,4.5,58559,10
1192,2.5,59333,10
1193,2,59421,10
1194,3,60397,10
1195,2,60950,10
1196,2.5,61250,10
1197,3.5,63113,10
1198,4.5,63992,10
1199,0.5,64969,10
1200,3.5,66203,10
1201,4,68954,10
1202,4.5,69406,10
1203,3,69844,10
1204,3,70183,10
1205,0.5,70293,10
1206,5,71579,10
1207,2.5,72011,10
1208,3.5,72330,10
1209,3,72407,10
1210,3.5,72720,10
1211,3.5,72737,10
1212,2.5,72998,10
1213,3,73017,10
1214,3,74450,10
1215,2,77841,10
1216,3,78772,10
1217,5,79091,10
1218,3.5,80549,10
1219,2.5,81784,10
1220,5,81845,10
1221,3.5,81847,10
1222,3.5,82167,10
1223,2,82499,10
1224,3.5,84374,10
1225,3,86548,10
1226,3.5,87222,10
1227,4,88163,10
1228,3,88810,10
1229,3,91104,10
1230,5,91529,10
1231,5,92259,10
1232,4.5,94070,10
1233,4,95167,10
1234,4,95449,10
1235,3,95510,10
1236,3.5,95543,10
1237,5,96079,10
1238,0.5,97024,10
1239,1,97938,10
1240,3,98203,10
1241,4,103335,10
1242,4,103339,10
1243,4,104374,10
1244,2.5,105211,10
1245,3.5,106489,10
1246,4.5,106696,10
1247,1,106782,10
1248,2,107141,10
1249,0.5,109374,10
1250,0.5,109487,10
1251,4,109853,10
1252,4,112006,10
1253,4.5,113275,10
1254,4,113394,10
1255,1,119145,10
1256,3.5,129428,10
1257,5,136020,10
1258,4,137595,10
1259,5,140110,10
1260,5,6,11
1261,3,10,11
1262,4,36,11
1263,2,44,11
1264,3,95,11
1265,5,110,11
1266,5,150,11
1267,3,153,11
1268,3,165,11
1269,4,170,11
1270,3,208,11
1271,4,292,11
1272,4,318,11
1273,5,349,11
1274,5,356,11
1275,3,368,11
1276,2,376,11
1277,3,377,11
1278,4,380,11
1279,3,434,11
1280,5,457,11
1281,3,466,11
1282,4,474,11
1283,4,480,11
1284,3,493,11
1285,4,511,11
1286,5,529,11
1287,4,589,11
1288,5,593,11
1289,4,648,11
1290,4,733,11
1291,4,736,11
1292,4,780,11
1293,3,1100,11
1294,5,1101,11
1295,4,1210,11
1296,4,1358,11
1297,3,1370,11
1298,3,1385,11
1299,1,1391,11
1300,5,1408,11
1301,3,1438,11
1302,4,1518,11
1303,4,1552,11
1304,3,1573,11
1305,5,1584,11
1306,4,1586,11
1307,4,1597,11
1308,4,1604,11
1309,4,1608,11
1310,3,1616,11
1311,3,1687,11
1312,5,1693,11
1313,4,1704,11
1314,5,1721,11
1315,5,1784,11
1316,4,1840,11
1317,2,1882,11
1318,4,1917,11
1319,4,1918,11
1320,4,1923,11
1321,2,2002,11
1322,3,2027,11
1323,5,2028,11
1324,4,39,12
1325,5,168,12
1326,5,222,12
1327,5,256,12
1328,4.5,261,12
1329,3,277,12
1330,3.5,357,12
1331,3.5,543,12
1332,4,830,12
1333,5,838,12
1334,4.5,920,12
1335,3.5,1265,12
1336,5,1357,12
1337,3,1405,12
1338,5,1721,12
1339,3.5,1876,12
1340,5,2072,12
1341,3.5,2100,12
1342,3,2421,12
1343,5,2485,12
1344,5,2572,12
1345,5,2581,12
1346,4,2694,12
1347,5,2717,12
1348,5,3668,12
1349,4.5,3967,12
1350,4.5,4018,12
1351,4,5620,12
1352,5,6942,12
1353,5,8533,12
1354,5,40629,12
1355,5,63992,12
1356,5,47,13
1357,1,305,13
1358,3,597,13
1359,3,1173,13
1360,5,1198,13
1361,4,1590,13
1362,3,1619,13
1363,4,1639,13
1364,4,1721,13
1365,3,2145,13
1366,3,2174,13
1367,2,2541,13
1368,5,2571,13
1369,4,3300,13
1370,2,3409,13
1371,3,3513,13
1372,5,3578,13
1373,4,3624,13
1374,3,3717,13
1375,4,3753,13
1376,4,3793,13
1377,4,3798,13
1378,4,3827,13
1379,4,3863,13
1380,3,3893,13
1381,4,3897,13
1382,3,3952,13
1383,3,3977,13
1384,5,3996,13
1385,5,4011,13
1386,4,4148,13
1387,3,4,14
1388,3,7,14
1389,1,19,14
1390,4,25,14
1391,4,32,14
1392,3,39,14
1393,5,47,14
1394,5,95,14
1395,3,105,14
1396,5,110,14
1397,4,150,14
1398,2,153,14
1399,3,193,14
1400,3,231,14
1401,5,266,14
1402,5,282,14
1403,4,288,14
1404,3,296,14
1405,3,318,14
1406,5,337,14
1407,4,339,14
1408,2,344,14
1409,3,351,14
1410,4,356,14
1411,1,367,14
1412,4,376,14
1413,3,377,14
1414,4,383,14
1415,4,434,14
1416,3,448,14
1417,3,455,14
1418,4,477,14
1419,3,480,14
1420,3,491,14
1421,3,508,14
1422,5,509,14
1423,3,524,14
1424,3,527,14
1425,4,539,14
1426,3,540,14
1427,3,552,14
1428,4,553,14
1429,3,586,14
1430,4,590,14
1431,2,592,14
1432,4,593,14
1433,3,597,14
1434,1,784,14
1435,2.5,1,15
1436,1,44,15
1437,3.5,47,15
1438,1,158,15
1439,1,172,15
1440,3,256,15
1441,5,260,15
1442,3,293,15
1443,4,296,15
1444,5,318,15
1445,1,355,15
1446,5,356,15
1447,3,364,15
1448,5,527,15
1449,3,588,15
1450,5,589,15
1451,2,596,15
1452,3.5,780,15
1453,2,849,15
1454,4,858,15
1455,5,1196,15
1456,4,1198,15
1457,5,1200,15
1458,5,1210,15
1459,5,1214,15
1460,4,1240,15
1461,3.5,1265,15
1462,5,1270,15
1463,3,1347,15
1464,3,1527,15
1465,4.5,1653,15
1466,2.5,1909,15
1467,5,2001,15
1468,5,2011,15
1469,4,2012,15
1470,3.5,2028,15
1471,3,2081,15
1472,1.5,2085,15
1473,5,2150,15
1474,2.5,2278,15
1475,4.5,2329,15
1476,4,2571,15
1477,3,2762,15
1478,4,2858,15
1479,4.5,2916,15
1480,2.5,2959,15
1481,5,3147,15
1482,5,3156,15
1483,4,3499,15
1484,5,3510,15
1485,3.5,3535,15
1486,4,3555,15
1487,5,3578,15
1488,1.5,3617,15
1489,3,3753,15
1490,4,3949,15
1491,3,3994,15
1492,4,4018,15
1493,3.5,4022,15
1494,1.5,4226,15
1495,3,4306,15
1496,4,4370,15
1497,5,4720,15
1498,3.5,4886,15
1499,3.5,4993,15
1500,5,4995,15
1501,4,5445,15
1502,3,5618,15
1503,3.5,5952,15
1504,2,5971,15
1505,5,5989,15
1506,3,6377,15
1507,3.5,6502,15
1508,3,6874,15
1509,3.5,7254,15
1510,3,7438,15
1511,2.5,8360,15
1512,3.5,8644,15
1513,2.5,8961,15
1514,5,33493,15
1515,4.5,48304,15
1516,3,48774,15
1517,4.5,48780,15
1518,3,50872,15
1519,3.5,56174,15
1520,2,58559,15
1521,2,59315,15
1522,3.5,60069,15
